id,asset_id,asset_type,transaction_type,description,bo,bo_status,owning_access_group,effective_datetime,node_id,badge_no,serial_no,pallet_no,handed_over_asset,fixed_asset_no,scada_id,condition_rating,condifence_rating,maintenance_specification,bom_part_id,attached_to_asset_id,vehicle_identification_num,license_number,purchase_order_num,location_id,metrology_firmware,nic_firmware,configuration,warranty_expiration_date,warranty_detail,vendor_part_no,owning_access_group_nam,specification,hex_code,field_1,field_2,submitted_datetime,registered_datetime
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 89,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:52,333421203998,MOTR-3002511,MOTR-3002511,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 90,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:53,333421203998,MOTR-3002512,MOTR-3002512,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 91,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:54,333421203998,MOTR-3002513,MOTR-3002513,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 92,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:55,333421203998,MOTR-3002514,MOTR-3002514,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 93,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:56,333421203998,MOTR-3002515,MOTR-3002515,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 94,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:57,333421203998,MOTR-3002516,MOTR-3002516,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 95,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:58,333421203998,MOTR-3002517,MOTR-3002517,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 96,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:59,333421203998,MOTR-3002518,MOTR-3002518,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 97,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:60,333421203998,MOTR-3002519,MOTR-3002519,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 98,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:61,333421203998,MOTR-3002520,MOTR-3002520,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 99,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:62,333421203998,MOTR-3002521,MOTR-3002521,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 100,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:63,333421203998,MOTR-3002522,MOTR-3002522,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 101,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:64,333421203998,MOTR-3002523,MOTR-3002523,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 102,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:65,333421203998,MOTR-3002524,MOTR-3002524,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 103,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:66,333421203998,MOTR-3002525,MOTR-3002525,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 104,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:67,333421203998,MOTR-3002526,MOTR-3002526,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 105,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:68,333421203998,MOTR-3002527,MOTR-3002527,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 106,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:69,333421203998,MOTR-3002528,MOTR-3002528,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 107,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:70,333421203998,MOTR-3002529,MOTR-3002529,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 108,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:71,333421203998,MOTR-3002530,MOTR-3002530,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 109,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:72,333421203998,MOTR-3002531,MOTR-3002531,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 110,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:73,333421203998,MOTR-3002532,MOTR-3002532,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 111,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:74,333421203998,MOTR-3002533,MOTR-3002533,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 112,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:75,333421203998,MOTR-3002534,MOTR-3002534,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 113,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:76,333421203998,MOTR-3002535,MOTR-3002535,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 114,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:77,333421203998,MOTR-3002536,MOTR-3002536,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 115,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:78,333421203998,MOTR-3002537,MOTR-3002537,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 116,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:79,333421203998,MOTR-3002538,MOTR-3002538,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 117,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:80,333421203998,MOTR-3002539,MOTR-3002539,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 118,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:81,333421203998,MOTR-3002540,MOTR-3002540,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 119,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:82,333421203998,MOTR-3002541,MOTR-3002541,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 120,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:83,333421203998,MOTR-3002542,MOTR-3002542,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 121,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:84,333421203998,MOTR-3002543,MOTR-3002543,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 122,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:85,333421203998,MOTR-3002544,MOTR-3002544,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 123,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:86,333421203998,MOTR-3002545,MOTR-3002545,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 124,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:87,333421203998,MOTR-3002546,MOTR-3002546,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 125,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:88,333421203998,MOTR-3002547,MOTR-3002547,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 126,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:89,333421203998,MOTR-3002548,MOTR-3002548,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 127,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:90,333421203998,MOTR-3002549,MOTR-3002549,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 128,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:91,333421203998,MOTR-3002550,MOTR-3002550,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 129,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:92,333421203998,MOTR-3002551,MOTR-3002551,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 130,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:93,333421203998,MOTR-3002552,MOTR-3002552,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 131,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:94,333421203998,MOTR-3002553,MOTR-3002553,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 132,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:95,333421203998,MOTR-3002554,MOTR-3002554,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 133,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:96,333421203998,MOTR-3002555,MOTR-3002555,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 134,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:97,333421203998,MOTR-3002556,MOTR-3002556,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 135,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:98,333421203998,MOTR-3002557,MOTR-3002557,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 136,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:99,333421203998,MOTR-3002558,MOTR-3002558,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 137,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:100,333421203998,MOTR-3002559,MOTR-3002559,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 138,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:101,333421203998,MOTR-3002560,MOTR-3002560,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 139,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:102,333421203998,MOTR-3002561,MOTR-3002561,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,MOTOR-SQUIRRL-CAGE,ADD,MOTOR SQUIRRL CAGE TEST SIT 140,W1-TrackedGeneralComponent,INRECEIPT,PD-S,2021-01-01T02:00:00+00:103,333421203998,MOTR-3002562,MOTR-3002562,,N,,,3,2,,,123545883880,,,,894464613791,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 10,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111764,STRC-1111764,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 11,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111765,STRC-1111765,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 12,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111766,STRC-1111766,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 13,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111767,STRC-1111767,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 14,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111768,STRC-1111768,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 15,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111769,STRC-1111769,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 16,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111770,STRC-1111770,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 17,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111771,STRC-1111771,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 18,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111772,STRC-1111772,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 19,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111773,STRC-1111773,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 20,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111774,STRC-1111774,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 21,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111775,STRC-1111775,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 22,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111776,STRC-1111776,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 23,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111777,STRC-1111777,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 24,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111778,STRC-1111778,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 25,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111779,STRC-1111779,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 26,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111780,STRC-1111780,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 27,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111781,STRC-1111781,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 28,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111782,STRC-1111782,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 29,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111783,STRC-1111783,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 30,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111784,STRC-1111784,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
,,RESERVOIR,ADD,BR 2 (2MG) TEST SIT 31,W1-IOSvcGeneralAsset,INSERVICE,PD-S,2021-01-29T13:45:43+00:00,461395866612,STRC-1111785,STRC-1111785,,N,,,3,1,RESERVOIR-MAINT-PROD-90D,,,,,,,,,,,,,,,,,,2021-03-09T07:00:00+00:00,2021-03-09T07:00:00+00:00
